Stock Code,Stock name, Price, Compared to the previous day,,fluctuation rate,Volume,sell price,buying price,open price, high price, low price
'510016,대신 천연가스 선물 ETN(H),19790,▲,1670,9.22,1856,19790,19730,19515,19855,19515
'510017,대신 2X 철광석 선물 ETN(H),5690,▼,-35,-0.61,2811,5690,5680,5790,5850,5690
'510018,대신 인버스 알루미늄 선물 ETN(H),10900,▼,-380,-3.37,13,10925,10900,11100,11100,10865
'510019,대신 인버스 천연가스 선물 ETN(H),3430,▼,-295,-7.92,76750,3445,3430,3435,3455,3430
'510020,대신 2X 알루미늄 선물 ETN(H),8195,▲,505,6.57,8746,8195,8190,7790,8195,7790
'510021,대신 인버스 2X 알루미늄 선물 ETN(H),39690,▼,-2810,-6.61,646,39690,39490,40680,40905,39690
'510022,대신 S&P WTI원유 선물 ETN,8525,▲,100,1.19,2,8500,8485,8545,8545,8525
'510023,대신 S&P 인버스 WTI원유 선물 ETN,13635,▼,-40,-0.29,2,13670,13635,13670,13670,13635
'510024,대신 인버스 밀 선물 ETN(H),9605,▲,65,0.68,121,9610,9560,9700,9700,9605
'510025,'대신 S&P500 VIX S/T 선물 ETN,21575,▼,-750,-3.36,52,21660,21595,21815,21825,21575
'510026,대신 레버리지 코스닥 150 선물 ETN,19970,▼,-150,-0.75,5044,20135,20010,20340,20340,19970
'510027,대신 인버스 2X 코스닥 150 선물 ETN,19135,▲,145,0.76,10560,19350,19170,19120,19170,19100
'510028,대신 S&P 2X 천연가스 선물 ETN,16400,▲,2100,14.69,8676,16610,16360,16435,16640,16370
'510029,대신 S&P 인버스 2X 천연가스 선물 ETN,21865,▼,-3815,-14.86,1569,22000,21865,25000,25000,21850
'510011,대신 골드 커버드콜 타겟 5%인컴 ETN(H),12310,▲,45,0.37,0,12370,12310,0,0,0
'510008,대신 철광석 선물 ETN(H),30560,▼,-50,-0.16,151,30560,30525,30870,30870,30560
'510009,대신 인버스 철광석 선물 ETN(H),1425,▲,5,0.35,31287,1425,1420,1420,1435,1395
'520030,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,11515,▼,-15,-0.13,133,11525,11515,11515,11515,11505
'520033,미래에셋 레버리지 은 선물 ETN,13400,▲,300,2.29,0,13440,13400,0,0,0
'520034,미래에셋 인버스 2X 은 선물 ETN,30760,▼,-1220,-3.81,1,30760,30630,30760,30760,30760
'520037,미래에셋 코스피200 선물 ETN,7635,▲,65,0.86,13058,7640,7625,7585,7635,7585
'520038,미래에셋 인버스 코스피200 선물 ETN,12810,▼,-90,-0.7,8582,12835,12820,13500,13500,12795
'520039,미래에셋 코스닥150 선물 ETN,7225,▼,-95,-1.3,13730,7230,7215,7265,7265,7225
'520040,미래에셋 인버스 코스닥150 선물 ETN,12730,▲,70,0.55,16087,12745,12730,13500,13500,12660
'520042,미래에셋 코스닥150 Auto-KO-P 2212-01 ETN,16020,▲,60,0.38,3361,16020,16000,15935,16025,15870
'520043,미래에셋 S&P 유럽탄소배출권 선물 ETN,13635,▲,890,6.98,513,13535,13455,13575,13645,13545
'520045,미래에셋 K200 Auto-KO-P 2212-01 ETN,14955,▼,-95,-0.63,875,14945,14925,15000,15000,14955
'520046,미래에셋 레버리지 옥수수 선물 ETN,35115,▲,425,1.23,184,35255,35115,35155,35205,35080
'520047,미래에셋 인버스 2X 옥수수 선물 ETN,12825,▼,-285,-2.17,4302,12850,12825,13555,13555,12795
'520050,미래에셋 인버스 2X 원유선물혼합 ETN(H),17700,▲,140,0.8,50041,17700,17695,17535,17810,17535
'520052,미래에셋 천연가스 선물 ETN(H),8335,▲,565,7.27,16728,8330,8310,8350,8350,8300
'520053,미래에셋 인버스 천연가스 선물 ETN(H),10730,▼,-845,-7.3,15823,10730,10710,10720,10750,10680
'520054,미래에셋 레버리지 코스피200 선물 ETN,20450,▲,310,1.54,661264,20485,20475,20135,20665,20100
'520055,미래에셋 인버스 2X 코스피200 선물 ETN,19375,▼,-265,-1.35,1336077,19390,19380,19715,19715,19165
'520056,미래에셋 레버리지 코스닥150 선물 ETN,20060,▼,-220,-1.08,542593,20085,20080,20285,20530,20045
'520057,미래에셋 인버스 2X 코스닥150 선물 ETN,19350,▲,200,1.04,1285137,19350,19345,19150,19400,18920
'520058,미래에셋 S&P 2X 천연가스 선물 ETN(H),16685,▲,2375,16.6,52618,16685,16630,16685,16755,16580
'520059,미래에셋 S&P -2X 천연가스 선물 ETN(H),22070,▼,-3925,-15.1,4744,22135,22030,22100,22195,21950
'520004,미래에셋 전기전자 Core5 ETN,26070, ,0,0,0,26155,25940,0,0,0
'520005,미래에셋 인버스 전기전자 Core5 ETN,2850,▼,-45,-1.55,3170,2870,2850,2890,2890,2845
'520006,미래에셋 에너지화학 Core5 ETN,13110, ,0,0,0,13205,13100,0,0,0
'520007,미래에셋 인버스 에너지화학 Core5 ETN,5045,▼,-70,-1.37,284,5095,5075,5115,5115,5045
'520013,미래에셋 Q150 Core5 ETN,7715, ,0,0,0,7720,7675,0,0,0
'520014,미래에셋 미디어엔터 Core5 ETN,8775,▼,-5,-0.06,0,8775,8690,0,0,0
'520015,미래에셋 인버스 미디어엔터 Core5 ETN,17220,▲,20,0.12,27,17295,17215,17220,17220,17220
'520026,미래에셋 코스피 양매도 5% OTM ETN,8200, ,0,0,0,8205,8190,0,0,0
'520009,미래에셋 레버리지 원유선물혼합 ETN(H),9240,▼,-65,-0.7,16753,9240,9220,9290,9290,9185
'520010,미래에셋 원유선물혼합 ETN(H),29285,▲,20,0.07,3,29290,29195,29270,29285,29260
'520011,미래에셋 인버스 원유선물혼합 ETN(H),3930,▲,5,0.13,3876,3945,3935,3930,3955,3900
'520003,미래에셋 원자재 선물 ETN(H),13495,▲,85,0.63,869,13495,13430,13430,13505,13430
'530068,삼성 레버리지 천연가스 선물 ETN B,20590,▲,2530,14.01,283900,20590,20585,20610,20770,20445
'530070,삼성 레버리지 나스닥 100 ETN(H),7255,▼,-25,-0.34,128745,7255,7235,7230,7270,7175
'530071,삼성 인버스 2X 나스닥 100 ETN(H),8220,▲,15,0.18,223433,8220,8210,8230,8270,8180
'530072,'삼성 S&P500 VIX S/T 선물 ETN(H) C,7290,▼,-170,-2.28,22707,7305,7290,7330,7340,7275
'530073,삼성 HSCEI ETN(H),4855,▲,50,1.04,4,4850,4825,4830,4945,4830
'530074,삼성 인버스 HSCEI ETN(H),17050,▼,-185,-1.07,33,17460,17375,17230,17230,17050
'530075,삼성 레버리지 HSCEI ETN(H),2010,▼,-5,-0.25,1477,2025,2015,2005,2110,1975
'530076,삼성 인버스 2X HSCEI ETN(H),25945,▼,-250,-0.95,284,26105,25980,26410,26410,24690
'530077,삼성 나스닥 100 ETN(H),8140, ,0,0,643,8150,8140,8140,8160,8125
'530078,삼성 인버스 나스닥 100 ETN(H),11020,▲,5,0.05,917,11035,11025,11045,11045,11015
'530079,삼성 항셍테크 ETN(H),4085,▲,140,3.55,2628,3995,3975,3900,4095,3865
'530080,삼성 인버스 항셍테크 ETN(H),18165,▼,-280,-1.52,714,18220,18130,18645,18825,17630
'530081,삼성 레버리지 항셍테크 ETN(H),1175,▲,30,2.62,951125,1185,1175,1125,1250,1100
'530082,삼성 인버스 2X 항셍테크 ETN(H),23510,▼,-520,-2.16,112392,23510,23395,24685,24875,21945
'530083,삼성 금 선물 ETN(H),9080,▲,40,0.44,9,9110,9100,9040,9080,9040
'530084,삼성 인버스 금 선물 ETN(H),10805,▼,-65,-0.6,0,10805,10795,0,0,0
'530085,삼성 KRX BBIG K-뉴딜 ETN,4770,▼,-15,-0.31,3,4770,4750,4805,4805,4770
'530086,삼성 레버리지 KRX BBIG K-뉴딜 ETN,2055, ,0,0,9060,2055,2040,2070,2085,2055
'530087,삼성 KRX 2차전지 K-뉴딜 ETN,8125,▲,115,1.44,107,8165,8135,8095,8125,8065
'530088,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,5780,▲,185,3.31,1219,5820,5780,5735,5830,5680
'530089,삼성 은 선물 ETN(H),7780,▲,120,1.57,20,7785,7780,7710,7780,7710
'530090,삼성 인버스 은 선물 ETN(H),11900,▼,-45,-0.38,67,11785,11770,11925,11925,11900
'530091,삼성 코스피 200 ETN,7570,▲,70,0.93,27062,7555,7545,7525,7570,7495
'530092,삼성 인버스 코스피 200 선물 ETN,12785,▼,-95,-0.74,6,12805,12800,12915,12915,12765
'530093,삼성 코스닥 150 ETN,6875,▼,-10,-0.15,14746,6845,6835,6905,6905,6875
'530094,삼성 인버스 코스닥 150 선물 ETN,12710,▲,45,0.36,266,12735,12720,12675,12710,12635
'530095,삼성 구리 선물 ETN(H),7710,▼,-90,-1.15,300,7795,7785,7710,7710,7710
'530096,삼성 인버스 구리 선물 ETN(H),12150,▼,-25,-0.21,1496,12180,12150,12300,12300,12150
'530097,삼성 알루미늄 선물 ETN,8070,▲,250,3.2,251,8100,8025,8070,8070,8070
'530098,삼성 블룸버그 WTI원유 선물 ETN,10645,▼,-50,-0.47,2,10585,10570,10660,10660,10645
'530099,삼성 블룸버그 레버리지 WTI원유 선물 ETN,17340,▼,-180,-1.03,36966,17340,17315,17535,17550,17325
'530100,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,20875,▼,-65,-0.31,162409,20900,20875,20900,21095,20700
'530101,삼성 FnGuide 웹 3.0 ETN,7865,▼,-65,-0.82,17,7875,7855,7920,7920,7865
'530102,삼성 인버스 2X 천연가스 선물 ETN C,23825,▼,-4220,-15.05,360848,23825,23815,23780,23945,23530
'530103,삼성 KRX 리츠 TOP10 월배당 ETN,7695,▲,20,0.26,102,7760,7735,7760,7760,7675
'530104,삼성 레버리지 코스피200 선물 ETN,20490,▲,195,0.96,19714,20505,20490,20180,20620,20135
'530105,삼성 인버스 2X 코스피200 선물 ETN,19360,▼,-315,-1.6,20880,19395,19375,19730,19735,19210
'530106,삼성 레버리지 코스닥150 선물 ETN,20125,▼,-90,-0.45,396271,20155,20125,20350,20525,20045
'530107,삼성 인버스 2X 코스닥150 선물 ETN,19330,▲,165,0.86,5007479,19335,19330,19130,19400,18915
'530067,삼성 KRX 금현물 ETN,13305, ,0,0,0,13315,13305,0,0,0
'530053,삼성 코스피 풋매도 ETN,10370,▲,10,0.1,0,10380,10370,0,0,0
'530060,삼성 코스피 양매도 5% OTM ETN,8190, ,0,0,0,8190,8185,0,0,0
'530066,삼성 코스피 풋매도 4% OTM ETN,10440,▲,5,0.05,0,10445,10440,0,0,0
'530015,삼성 미국 대형 성장주 ETN(H),18205,▲,495,2.8,37,18000,17905,18205,18205,18205
'530016,삼성 미국 대형 가치주 ETN(H),15940,▲,220,1.4,12,15730,15655,15940,15940,15940
'530019,삼성 미국 대형 성장주 ETN,22265,▲,165,0.75,0,22370,22265,0,0,0
'530020,삼성 미국 대형 가치주 ETN,19535,▼,-75,-0.38,4,19560,19535,19450,19535,19450
'530031,삼성 레버리지 WTI원유 선물 ETN,1830,▼,-5,-0.27,652834,1830,1825,1840,1840,1820
'530036,삼성 인버스 2X WTI원유 선물 ETN,140, ,0,0,17011626,145,140,140,145,135
'530055,삼성 레버리지 금 선물 ETN(H),24365,▲,320,1.33,3449,24365,24335,24090,24365,24000
'530056,삼성 인버스 2X 금 선물 ETN(H),10840,▼,-145,-1.32,9117,10840,10825,10950,11000,10820
'530061,삼성 레버리지 은 선물 ETN(H),9315,▲,265,2.93,92770,9315,9310,9060,9315,8975
'530062,삼성 인버스 2X 은 선물 ETN(H),1915,▼,-55,-2.79,36696,1915,1905,1965,1985,1910
'530063,삼성 레버리지 구리 선물 ETN(H),11355, ,0,0,2956,11345,11320,11155,11355,11065
'530064,삼성 인버스 2X 구리 선물 ETN(H),3870,▲,5,0.13,34455,3870,3860,3920,3955,3845
'530002,삼성 인버스 China A50 선물 ETN(H),10795,▲,50,0.47,131,10805,10795,10750,10800,10620
'530014,삼성 China A50 선물 ETN(H),13910,▼,-75,-0.54,741,13915,13900,14130,14130,13910
'530023,삼성 레버리지 China A50 선물 ETN(H),28600,▼,-95,-0.33,1092,28405,28370,28595,29500,28595
'550059,QV iSelect 글로벌 EMP ETN(H),9400,▲,65,0.7,0,9430,9400,0,0,0
'550060,'QV S&P500 VIX S/T 선물 ETN C,9180,▼,-270,-2.86,1446,9210,9175,9295,9300,9175
'550061,QV 인버스 미국 IT TOP5 ETN(H),11870,▼,-5,-0.04,6051,11880,11865,11855,11870,11855
'550062,QV 레버리지 금 선물 ETN(H),16005,▲,200,1.27,0,16040,16005,0,0,0
'550063,QV 인버스 레버리지 금 선물 ETN(H),22570,▼,-265,-1.16,0,22570,22520,0,0,0
'550064,QV 레버리지 은 선물 ETN(H),10870,▲,420,4.02,0,10910,10870,0,0,0
'550065,QV 인버스 레버리지 은 선물 ETN(H),24915,▼,-665,-2.6,0,24915,24850,0,0,0
'550066,QV S&P500 버퍼10% 9월 ETN,11265,▼,-5,-0.04,1,11265,11235,11265,11265,11265
'550067,QV 코스피 200 ETN,30135,▲,255,0.85,3524,30225,30115,30030,30135,30030
'550068,QV 코스닥 150 ETN,10240,▼,-95,-0.92,9764,10270,10230,10340,10340,10240
'550069,QV 레버리지 구리 선물 ETN(H),11120,▼,-100,-0.89,5,11275,11225,11120,11120,11120
'550070,QV 인버스 레버리지 구리 선물 ETN(H),27425, ,0,0,0,27495,27415,0,0,0
'550071,QV 블룸버그 2X WTI원유선물 ETN,17385,▼,-85,-0.49,192,17400,17305,17525,17525,17375
'550072,QV 블룸버그 -2X WTI원유선물 ETN,20810,▼,-70,-0.34,10,20925,20845,20880,20880,20780
'550073,QV iSelect-WG 그린에너지 ESG ETN,8765, ,0,0,0,8795,8750,0,0,0
'550074,QV 블룸버그 2X 천연가스 선물 ETN(H),16720,▲,2255,15.59,1996,16680,16615,16610,16745,16545
'550075,QV 블룸버그 -2X 천연가스 선물 ETN(H),22120,▼,-3765,-14.55,2331,22115,22030,21975,22150,21975
'550057,QV 코스피 변동성 매칭형 양매도 ETN,7845, ,0,0,0,7845,7835,0,0,0
'550041,QV 미국 IT TOP5 ETN(H),22540,▼,-85,-0.38,1012,22660,22540,22625,22625,22540
'550044,QV 레버리지 S&P500 ETN,22800,▲,170,0.75,266,22790,22750,22850,22850,22775
'550045,QV 인버스 레버리지 S&P500 ETN,2720,▼,-40,-1.45,459,2720,2705,2730,2730,2685
'550043,QV 인버스 레버리지 WTI원유 선물 ETN(H),105, ,0,0,770685,110,105,110,110,105
'570045,TRUE 레버리지 천연가스 선물 ETN(H),8875,▲,1130,14.59,390233,8875,8850,8870,8950,8830
'570046,TRUE 인버스 2X 천연가스 선물 ETN(H),480,▼,-85,-15.04,9505135,485,480,485,490,475
'570047,TRUE FTSE100 ETN,14155,▲,90,0.64,0,14160,14155,0,0,0
'570048,TRUE 유로스탁스50 양매도 5% OTM ETN(H),11690,▼,-35,-0.3,1,11695,11690,11690,11690,11690
'570049,TRUE S&P500 양매도 4% OTM ETN(H),10940,▼,-5,-0.05,0,10940,10930,0,0,0
'570050,TRUE S&P500 선물 ETN,13815,▲,35,0.25,7432,13795,13785,13825,13825,13810
'570051,TRUE 나스닥 100 ETN,12320,▼,-75,-0.61,33345,12335,12330,12345,12380,12315
'570052,TRUE 플래티넘 선물 ETN,9390,▼,-30,-0.32,120,9395,9390,9325,9390,9325
'570053,TRUE 인버스 플래티넘 선물 ETN,15050,▼,-120,-0.79,14,15095,15090,15115,15115,15050
'570054,TRUE 레버리지 유로스탁스50 ETN(H) B,8845,▲,245,2.85,271,8845,8840,8790,8900,8775
'570055,TRUE 금 선물 ETN,11300,▼,-55,-0.48,4005,11330,11325,11270,11300,11270
'570056,TRUE 인버스 금 선물 ETN,13735,▼,-190,-1.36,14,13770,13765,13780,13780,13735
'570057,TRUE 은 선물 ETN,8865,▼,-80,-0.89,1,8990,8960,8865,8865,8865
'570058,TRUE 인버스 은 선물 ETN,15935,▼,-295,-1.82,0,15935,15930,0,0,0
'570059,TRUE 레버리지 금 선물 ETN,19960,▲,130,0.66,0,19985,19960,0,0,0
'570060,TRUE 인버스 2X 금 선물 ETN,28125,▼,-500,-1.75,0,28125,28095,0,0,0
'570061,TRUE 레버리지 은 선물 ETN,13465,▲,430,3.3,3713,13475,13445,13140,13465,13065
'570062,TRUE 인버스 2X 은 선물 ETN,30815,▼,-980,-3.08,10221,30815,30775,31860,31860,30635
'570063,TRUE 베트남 VN30 선물 ETN(H),6850,▲,150,2.24,2,6910,6905,6915,6915,6850
'570064,TRUE 인버스 베트남 VN30 선물 ETN(H),13855,▲,210,1.54,261,13830,13800,13790,13935,13775
'570065,TRUE 레버리지 베트남 VN30 선물 ETN(H),8895,▼,-195,-2.15,41931,9005,8985,8970,9180,8795
'570066,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),36075,▲,485,1.36,44983,36050,35995,36095,36815,35410
'570067,TRUE 코스피 200 ETN,7545,▲,65,0.87,3,7565,7545,7530,7545,7510
'570068,TRUE 코스닥 150 ETN,6900,▲,50,0.73,14835,6855,6835,6910,6910,6875
'570069,TRUE 레버리지 플래티넘 선물 ETN,19490,▼,-120,-0.61,54,19535,19510,19170,19490,19170
'570070,TRUE 인버스 2X 플래티넘 선물 ETN,22770, ,0,0,1384,22685,22670,23065,23220,22730
'570071,TRUE 구리 선물 ETN,9430,▼,-60,-0.63,12,9465,9460,9385,9430,9385
'570072,TRUE 레버리지 구리 선물 ETN,13705,▼,-75,-0.54,3,13705,13675,13540,13705,13510
'570073,TRUE 인버스 2X 구리 선물 ETN,33260,▼,-305,-0.91,12441,33425,33385,34350,34350,33260
'570074,TRUE S&P 유럽탄소배출권 선물 ETN(H),12925,▲,720,5.9,8316,12925,12910,12950,13025,12925
'570077,TRUE 블룸버그 WTI원유 선물 ETN,10610,▼,-135,-1.26,9750,10600,10590,10640,10640,10605
'570078,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,17385,▼,-155,-0.88,1859,17405,17385,17520,17520,17385
'570079,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,20930,▼,-45,-0.21,12249,20935,20930,20910,21100,20770
'570080,TRUE FnGuide IoT ETN,8200,▲,5,0.06,12002,8130,8115,8200,8220,8185
'570081,TRUE 레버리지 코스닥 150 선물 ETN,20115,▼,-185,-0.91,386500,20125,20105,20345,20570,20045
'570082,TRUE 인버스 2X 코스닥 150 선물 ETN,19355,▲,185,0.97,2630131,19355,19335,19220,19400,18940
'570083,TRUE 블룸버그 레버리지 천연가스 선물 ETN,16640,▲,2070,14.21,99990,16640,16610,16710,16755,16565
'570084,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,22040,▼,-4040,-15.49,603831,22040,21995,21970,22155,21800
'570019,TRUE 코스피 양매도 5% OTM ETN,8505, ,0,0,0,8505,8500,0,0,0
'570029,TRUE 코스피 양매도 3% OTM ETN,7635,▼,-5,-0.07,0,7635,7625,0,0,0
'570022,TRUE 레버리지 S&P500 선물 ETN(H),18435,▲,215,1.18,24915,18390,18365,18400,18435,18345
'570023,TRUE 인버스 2X S&P500 선물 ETN(H),2305,▼,-20,-0.86,36529,2305,2300,2300,2310,2290
'570042,TRUE 인버스 나스닥 100 ETN,6280,▼,-25,-0.4,6585,6280,6275,6295,6325,6255
'570043,TRUE 레버리지 나스닥 100 ETN,18745,▼,-190,-1,45688,18745,18725,18725,18810,18665
'570044,TRUE 인버스 2X 나스닥 100 ETN,2530,▼,-15,-0.59,1884100,2535,2530,2540,2560,2520
'570025,TRUE 인버스 유로스탁스50 ETN(H) B,6040,▼,-45,-0.74,16621,6040,6035,6040,6045,6015
'570027,TRUE 인버스 2X 유로스탁스50 ETN(H),3115,▼,-55,-1.74,142036,3115,3110,3155,3155,3090
'570028,TRUE 인버스 HSCEI ETN(H) B,15260,▲,85,0.56,376,15290,15280,15415,15445,14910
'570031,TRUE 레버리지 HSCEI ETN(H),2310,▼,-25,-1.07,430095,2315,2310,2275,2410,2270
'570032,TRUE 인버스 2X HSCEI ETN(H),14385,▲,130,0.91,56697,14390,14385,14620,14710,13655
'580011,KB FnGuide 언택트 ETN,7820,▼,-135,-1.7,12384,7870,7825,7970,7970,7820
'580013,KB KRX ESG Eco ETN,9715,▼,-30,-0.31,10264,9775,9725,9790,9790,9715
'580014,KB 인버스 2X 나스닥 100 ETN,10730,▼,-35,-0.33,22209,10730,10695,10780,10840,10655
'580015,KB 레버리지 나스닥 100 ETN,9500,▼,-60,-0.63,5532,9500,9475,9510,9530,9440
'580016,KB 레버리지 S&P 500 선물 ETN(H),8275,▲,70,0.85,3977,8275,8250,8290,8290,8215
'580017,KB 인버스 2X S&P 500 선물 ETN,12330,▼,-200,-1.6,5298,12365,12330,12380,12435,12295
'580018,KB 레버리지 항셍테크 선물 ETN(H),920, ,0,0,0,0,0,0,0,0
'580019,KB 인버스 2X 항셍테크 선물 ETN,34130,▼,-935,-2.67,28536,34555,34130,34140,37040,32350
'580020,KB 천연가스 선물 ETN(H),19955,▲,1360,7.31,5857,19955,19885,19970,19985,19850
'580021,KB 인버스 천연가스 선물 ETN,6140,▼,-525,-7.88,60036,6165,6140,6130,6185,6120
'580022,KB 레버리지 금 선물 ETN(H),16025,▲,225,1.42,0,16070,16025,0,0,0
'580023,KB 인버스 2X 금 선물 ETN(H),22595,▼,-255,-1.12,0,22595,22545,0,0,0
'580024,KB 레버리지 KRX BBIG K-뉴딜 ETN,2050,▼,-5,-0.24,1445,2045,2030,2150,2150,2030
'580025,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,5775,▲,195,3.49,12968,5800,5775,5700,5810,5695
'580026,KB 레버리지 은 선물 ETN(H),10925,▲,315,2.97,1990,10915,10885,10615,10925,10505
'580027,KB 인버스 2X 은 선물 ETN(H),24960,▼,-645,-2.52,0,24960,24875,0,0,0
'580028,KB KOSPI 200 선물 ETN,7610,▲,65,0.86,13214,7630,7605,7575,7620,7575
'580029,KB 인버스 KOSPI 200 선물 ETN,12820,▼,-115,-0.89,7812,12850,12830,12975,12975,12820
'580030,KB KOSDAQ 150 선물 ETN,7200,▼,-30,-0.41,13821,7225,7190,7255,7255,7200
'580031,KB 인버스 KOSDAQ150 선물 ETN,12750,▲,45,0.35,7722,12825,12765,12770,12770,12750
'580032,KB 레버리지 구리 선물 ETN(H),11220,▼,-65,-0.58,56,11280,11255,11080,11220,11050
'580033,KB 인버스 2X 구리 선물 ETN(H),28015,▲,200,0.72,3008,27530,27475,27960,28070,27960
'580034,KB 레버리지 FANG 플러스 ETN(H),9975,▼,-220,-2.16,2767,9975,9805,9585,9990,9585
'580035,KB S&P 유럽탄소배출권 선물 ETN(H),9760,▲,575,6.26,414,9745,9660,9795,9795,9750
'580036,KB S&P 레버리지 WTI원유 선물 ETN(H),15030,▼,-30,-0.2,1997,15080,15025,15130,15165,15010
'580037,KB S&P 인버스 2X WTI원유 선물 ETN,20940, ,0,0,26089,20940,20905,20900,21090,20735
'580038,KB 레버리지 KRX 리츠 TOP 10 ETN,5800,▲,25,0.43,22,5880,5845,5800,5800,5800
'580039,KB 레버리지 KOSPI 200 선물 ETN,20355,▲,35,0.17,79560,20505,20480,20205,20360,20145
'580040,KB 인버스 2X KOSPI 200 선물 ETN,19380,▼,-285,-1.45,362340,19400,19375,19690,19710,19245
'580043,KB 레버리지 KOSDAQ 150 선물 ETN,19055, ,0,0,0,20120,0,0,0,0
'580044,KB 인버스 2X KOSDAQ 150 선물 ETN,19350,▲,130,0.68,434726,19360,19350,19205,19370,18970
'580045,KB 블룸버그 레버리지 천연가스선물 ETN(H),16680,▲,2255,15.63,31821,16690,16645,16720,16775,16590
'580046,KB 블룸버그 인버스2X 천연가스선물 ETN(H),22055,▼,-3735,-14.48,6434,22055,21950,22015,22125,21885
'580010,KB Wise 분할매매 ETN,9200,▲,40,0.44,0,9205,9200,0,0,0
'590018,미래에셋 중국 심천 100 ETN,15075, ,0,0,0,15225,15075,0,0,0
'610001,메리츠 인플레이션 국채 ETN,10160,▲,115,1.14,705,10215,10210,10145,10160,10145
'610002,메리츠 레버리지 인플레이션 국채 ETN,10070,▲,195,1.97,18,10195,10185,10070,10070,10070
'610003,메리츠 미국 인플레이션 국채 ETN(H),8775,▲,35,0.4,107,8780,8775,8760,8775,8755
'610004,메리츠 미국레버리지 인플레이션국채ETN(H),7430,▲,45,0.61,16,7475,7465,7445,7450,7430
'610005,메리츠 레버리지 KRX300 선물 ETN,4650,▲,80,1.75,1,4635,4630,4650,4650,4650
'610006,메리츠 인버스 2X KRX300 선물 ETN,18500,▼,-360,-1.91,0,18500,18495,0,0,0
'610007,메리츠 국채30년 ETN,6625,▲,250,3.92,2152,6625,6620,6550,6665,6510
'610008,메리츠 레버리지 국채30년 ETN,4155,▲,205,5.19,115179,4155,4150,4150,4205,4015
'610009,메리츠 인버스 국채30년 ETN,14830,▼,-540,-3.51,1039,14885,14870,14970,14970,14815
'610010,메리츠 인버스 2X 국채30년 ETN,21115,▼,-1195,-5.36,3078,21145,21115,21610,21725,20895
'610011,메리츠 금 선물 ETN(H),9080,▲,75,0.83,0,9090,9080,0,0,0
'610012,메리츠 레버리지 금 선물 ETN(H),15910,▲,210,1.34,0,15920,15910,0,0,0
'610013,메리츠 인버스 2X 금 선물 ETN(H),23085,▼,-295,-1.26,0,23085,23070,0,0,0
'610014,메리츠 은 선물 ETN(H),7805,▲,135,1.76,0,7815,7805,0,0,0
'610015,메리츠 인버스 은 선물 ETN(H),11825,▼,-150,-1.25,0,11825,11815,0,0,0
'610016,메리츠 레버리지 은 선물 ETN(H),10890,▲,265,2.49,5338,10915,10880,10640,10930,10520
'610017,메리츠 인버스 2X 은 선물 ETN(H),24960,▼,-880,-3.41,1,24960,24945,24960,24960,24960
'610018,메리츠 국채10년 ETN,8875,▲,95,1.08,5505,8925,8920,8870,8875,8870
'610019,메리츠 레버리지 국채10년 ETN,7795,▲,260,3.45,5218,7770,7765,7740,7795,7635
'610020,메리츠 인버스 국채10년 ETN,11425,▼,-155,-1.34,21,11340,11335,11420,11425,11420
'610021,메리츠 인버스 2X 국채10년 ETN,12570,▼,-465,-3.57,2936,12595,12590,12670,12850,12550
'610022,메리츠 미국채10년 ETN(H),8200,▲,95,1.17,18028,8200,8190,8180,8200,8165
'610023,메리츠 레버리지 미국채10년 ETN(H),6555,▲,130,2.02,27151,6555,6550,6525,6560,6505
'610024,메리츠 인버스 미국채10년 ETN(H),12205,▼,-120,-0.97,1032,12185,12180,12210,12210,12205
'610025,메리츠 인버스 2X 미국채10년 ETN(H),14630,▼,-260,-1.75,578,14595,14585,14635,14680,14630
'610026,메리츠 구리 선물 ETN(H),7825, ,0,0,0,7825,7815,0,0,0
'610027,메리츠 인버스 구리 선물 ETN(H),12195,▲,5,0.04,0,12205,12195,0,0,0
'610028,메리츠 레버리지 구리 선물 ETN(H),11295,▼,-5,-0.04,0,11295,11280,0,0,0
'610029,메리츠 인버스 2X 구리 선물 ETN(H),27550,▲,50,0.18,1,27530,27515,27550,27550,27550
'610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H),12995,▲,730,5.95,2,12930,12905,12995,12995,12995
'610031,메리츠 S&P 유럽탄소배출권 선물 ETN,13595,▲,760,5.92,9,13510,13485,13600,13615,13595
'610032,메리츠 CSI 300 ETN,7995,▲,55,0.69,1500,7995,7980,7985,7995,7985
'610033,메리츠 STAR 50 ETN,7155,▲,185,2.65,0,7170,7155,0,0,0
'610034,메리츠 대표 농산물 선물 ETN(H),11745,▲,15,0.13,9,11790,11780,11745,11745,11745
'610035,메리츠 레버리지 대표 농산물 선물 ETN(H),25580,▲,220,0.87,1551,25720,25685,25655,25655,25400
'610036,메리츠 인버스 2X 대표 농산물 선물 ETN(H),12025,▼,-145,-1.19,1334,12025,12000,12065,12125,12000
